amount,term_ 36 months,rate,payment,grade_A,grade_B,grade_C,grade_D,grade_E,grade_F,grade_G,length_sub 1 year,length_1 year,length_10 plus years,length_2 years,length_3 years,length_4 years,length_5 years,length_6 years,length_7 years,length_8 years,length_9 years,length_n/a,home_MORTGAGE,home_OWN,home_RENT,income,verified_Not Verified,verified_Source Verified,verified_Verified,status_Bad,reason_credit_card,reason_debt_consolidation,reason_home_improvement,reason_other,debtIncRat,delinq2yr,inq6mth,openAcc,pubRec,revolRatio,totalAcc,totalBal,totalRevLim,accOpen24,avgBal,bcOpen,bcRatio,totalLim,totalRevBal,totalBcLim,totalIlLim
10000,1,0.07,307.31,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,90000,1,0,0,0,0,1,0,0,7.24,0,0,8,0,0.48,24,17030,35300,1,2129,1147,77.1,35300,17030,5000,0
9500,1,0.07,292.86,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,30000,1,0,0,0,1,0,0,0,10.96,0,0,8,0,0.29,19,82033,33100,3,10254,16061,37,106809,9439,25500,0
30000,1,0.15,1039.67,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,140000,0,1,0,0,1,0,0,0,12.07,0,1,27,0,0.63,38,42017,42400,5,1556,7961,69.5,64836,42017,26100,22436
10000,1,0.1,322.63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,58000,0,0,1,0,0,1,0,0,28.12,0,0,10,0,0.74,22,215678,17700,4,21568,4656,70.9,241623,64111,16000,65498
18900,0,0.13,427.04,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,42000,0,0,1,0,1,0,0,0,25.4,0,3,11,1,0.3,27,65364,22850,8,7262,4550,33,86896,29707,13650,25788
14000,1,0.11,458.28,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,72000,1,0,0,0,0,1,0,0,24.08,0,0,6,0,0.92,17,336738,34300,2,67348,1104,74.3,361081,60653,4300,34781
15000,1,0.13,505.34,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,87000,1,0,0,0,0,1,0,0,10.03,0,1,19,1,0.17,28,49477,39200,8,2604,21880,23.2,94493,21557,28500,27393
10250,0,0.21,277.24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,45000,0,0,1,0,0,0,0,1,5.81,1,1,7,1,0.37,24,7116,19400,3,1017,11130,38.8,19400,7116,18200,0
2100,1,0.23,81.77,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,30000,1,0,0,0,0,0,0,1,23.6,0,1,36,0,0.3,50,71273,38700,11,2160,5932,57,97635,71273,13800,58935
24000,1,0.06,735.47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,70000,0,1,0,0,0,0,0,1,21.4,0,0,9,0,0.55,29,74125,44100,5,8236,12664,65.6,101174,74125,36800,57074
16000,0,0.1,339.88,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,107000,0,1,0,0,0,1,0,0,11.41,0,0,14,0,0.54,23,322180,76200,5,24783,14347,35.1,370461,47297,22100,0
21000,0,0.18,531.67,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,128790,0,0,1,0,0,1,0,0,13.79,0,0,11,1,0.54,31,42021,32300,4,3820,1178,93.3,62300,42021,17500,30000
12000,0,0.1,254.91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,27000,1,0,0,0,0,1,0,0,29.87,1,0,15,0,0.3,28,20797,32700,9,1386,15370,38.3,49097,20797,24900,16397
15550,1,0.2,577.82,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,40000,0,0,1,0,0,1,0,0,28.95,3,2,15,0,0.59,34,127108,31105,7,9777,5333,89,146166,31115,16000,5884
10500,0,0.18,264.19,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,70000,0,0,1,0,0,1,0,0,17.86,0,3,11,1,0.78,18,32105,8700,3,2919,755,87.4,47920,32105,6000,39220
18000,0,0.13,412.61,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70000,0,0,1,0,0,1,0,0,28.44,1,1,15,0,0.25,23,59437,52400,3,3962,24876,31.7,120482,59437,36400,68082
7000,1,0.09,223.16,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,23000,1,0,0,0,0,1,0,0,11.9,0,1,15,0,0.19,16,8686,46100,4,579,24722,25.5,46100,8686,33200,0
35000,1,0.12,1162.34,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,96000,0,0,1,0,1,0,0,0,26.24,0,0,23,0,0.76,47,268948,85800,3,13447,5804,91.8,359194,80414,71100,45669
9600,1,0.14,328.06,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,62000,0,0,1,0,1,0,0,0,32.62,1,1,14,0,0.77,31,137760,18400,3,11480,0,101.3,184690,85460,6000,97918
7400,1,0.12,245.76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,48000,0,0,1,0,0,1,0,0,10.03,1,0,8,0,0.58,27,147075,13000,2,21011,5460,58,159228,12576,13000,6228
20600,1,0.2,760.55,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,61845,0,1,0,0,0,0,0,1,16.59,0,2,18,0,0.44,47,43905,33500,6,2927,12981,52.5,67500,43905,27300,34000
12500,1,0.08,392.81,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,92000,0,0,1,0,1,0,0,0,15.37,0,0,13,0,0.35,34,31805,37700,3,2447,9644,57.9,75968,31805,22900,38268
6000,1,0.1,193.58,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,57400,1,0,0,0,0,0,0,1,6.4,0,0,6,0,0.79,10,222399,14600,2,44480,1986,82.9,237270,11518,11600,0
21000,1,0.11,687.42,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,103000,0,0,1,0,1,0,0,0,6.75,2,0,10,0,0.83,32,444345,11500,3,44435,420,95.8,464339,49374,10000,45356
6000,1,0.18,217.67,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,125000,1,0,0,0,0,0,0,1,8.14,1,1,13,1,0.22,37,433466,1500,4,33344,1000,0,443033,64312,1000,58803
24600,0,0.25,721.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,70000,0,1,0,0,0,1,0,0,27.58,0,0,22,1,0.69,40,255995,44000,5,11636,624,95.9,282658,81109,15300,46209
3000,1,0.16,104.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,50000,0,0,1,0,0,0,0,1,16.59,0,2,13,1,0.36,43,231376,21700,11,19281,4813,55.4,269526,21253,10800,14310
17025,1,0.23,662.86,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,42000,0,0,1,0,0,1,0,0,15.33,0,0,23,0,0.22,54,127900,41200,13,7524,502,86.8,188685,12045,3800,3000
14400,1,0.12,476.02,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,39000,0,1,0,0,1,0,0,0,10.47,3,1,11,0,0.74,26,12052,16400,5,1339,3948,75.3,16400,12052,16000,0
8600,1,0.08,269.06,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,48000,1,0,0,0,0,1,0,0,23.55,0,0,11,1,0.47,25,41171,29800,10,3743,8883,50.4,58977,41171,17900,29177
30000,1,0.1,967.88,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,120000,0,1,0,0,0,1,0,0,12.49,0,0,7,0,0.68,13,46208,55600,2,6601,8257,76.8,67567,46208,35600,11967
10000,1,0.13,336.9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,105000,1,0,0,0,0,1,0,0,11.23,0,1,8,0,0.83,19,301979,32200,4,37747,5364,82.5,335515,32588,30700,8000
10000,1,0.05,301.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,56000,1,0,0,0,0,1,0,0,3.49,0,0,7,0,0.16,20,81722,18200,2,16344,12270,19.3,98400,4503,15200,2200
23000,1,0.1,747.45,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75000,0,1,0,0,1,0,0,0,17.22,0,0,12,0,0.47,28,59704,34900,0,5428,12758,55.9,84724,59704,28900,35251
35000,0,0.18,880.61,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,110000,0,0,1,0,0,1,0,0,17.05,0,1,11,0,0.72,25,169609,51200,4,15419,5886,81.8,188314,55131,32400,20000
14000,1,0.08,439.88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,150000,1,0,0,0,1,0,0,0,26.78,0,1,14,0,0.63,29,335670,66200,5,23976,20028,67.5,413959,92326,61700,83001
34500,1,0.11,1129.33,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,95000,0,0,1,0,0,1,0,0,21.91,0,0,10,0,0.58,31,351667,59400,9,35167,13706,53.1,388215,95416,29200,68115
6075,1,0.16,214.45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,16932,0,0,1,0,0,1,0,0,28.49,0,1,12,0,0.5,17,11627,23100,5,1057,6629,59.8,23100,11627,16500,0
8000,1,0.07,246.73,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,45000,0,1,0,0,0,1,0,0,13.49,0,0,8,0,0.45,11,20089,19600,2,2511,5682,56.6,32955,20089,13100,13355
18625,0,0.14,438.12,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,64771.2,1,0,0,0,1,0,0,0,32.72,0,1,15,0,0.54,36,84458,71500,2,6033,20902,63.1,172124,65622,56700,40624
14000,0,0.19,359.64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,48100,0,0,1,0,0,1,0,0,25,0,0,15,2,0.43,23,50085,6000,9,3339,121,94.5,60011,50085,2200,54011
10000,1,0.08,315.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,75000,1,0,0,0,0,0,0,1,12.82,0,1,17,0,0.18,25,51385,26400,3,3670,20018,18,87758,51385,24400,61358
15600,0,0.22,430.77,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,52000,0,1,0,0,0,1,0,0,15.35,0,1,5,1,0.56,12,193948,14300,4,38790,363,95.6,204308,32897,8300,27997
25000,0,0.18,638.11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,69000,0,0,1,0,0,1,0,0,17.41,2,6,11,0,0.33,35,318585,34400,5,28962,7761,50.9,356077,48657,15800,41851
8150,1,0.2,302.85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,24000,0,0,1,0,0,1,0,0,33.6,0,2,13,1,0.55,40,14277,17600,1,1190,468,95.1,23600,14277,9600,6000
10000,1,0.18,362.78,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,138000,0,0,1,0,0,0,0,1,14.95,2,1,9,0,0.66,27,504017,7700,9,56002,931,84.5,516598,52723,6000,52321
6000,1,0.16,209.79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,70000,1,0,0,0,0,1,0,0,8.16,0,0,5,0,0.38,7,24626,13300,5,4925,8307,37.5,34567,24626,13300,21267
15000,1,0.08,467.91,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,135000,1,0,0,0,1,0,0,0,17.49,0,0,26,0,0.57,56,42415,27600,2,1844,7718,63.2,76653,42415,21000,23900
5000,1,0.16,174.83,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,54000,0,0,1,0,0,1,0,0,20.53,0,3,6,1,0.76,17,26746,3000,4,5349,35,97.5,38952,26746,1400,35952
16000,1,0.05,481.84,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,132000,1,0,0,0,1,0,0,0,13.69,0,0,17,0,0.46,31,191551,48088,4,11268,24015,47.6,266024,45355,45800,47836
3625,1,0.15,125.05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,20000,0,0,1,0,0,1,0,0,31.75,0,0,8,1,0.83,32,15540,6400,6,2590,485,88.2,18333,15540,4100,11933
20000,0,0.09,416.82,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,70000,1,0,0,0,0,1,0,0,19.29,0,0,13,0,0.12,33,192707,57900,5,17519,39761,14.3,263424,39300,46400,49824
6500,1,0.07,201.06,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,55000,1,0,0,0,0,1,0,0,15.58,0,0,14,0,0.15,18,32628,27100,7,2331,14095,21.7,61971,32628,18000,34871
10000,1,0.12,334.01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,50472,0,0,1,0,0,1,0,0,27.46,1,1,10,0,0.67,17,175071,17900,3,17507,1272,84.1,203642,41148,8000,45842
6400,1,0.08,201.09,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,50000,0,1,0,0,0,1,0,0,15.34,1,1,14,1,0.23,29,26838,28100,4,2064,15440,18.7,54869,26838,19000,26769
14000,0,0.13,321.06,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,80000,0,0,1,0,0,1,0,0,9.05,1,2,8,0,0.26,22,24446,21400,2,3056,13129,22.3,49025,24446,16900,27625
11400,1,0.09,365.13,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,116262,0,1,0,0,0,0,1,0,11.18,0,0,11,0,0.58,14,398220,11000,2,36202,1669,78.9,437632,27890,7900,36632
14400,0,0.14,334.92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,40000,0,0,1,0,1,0,0,0,26.37,0,0,12,0,0.73,21,34247,22600,3,2854,3537,82.1,43100,34247,19800,20500
15000,1,0.11,494.22,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,80000,0,1,0,0,0,0,0,1,18.65,0,1,7,1,0.3,15,299390,75500,4,42770,10891,29.7,475303,18564,15500,38612
10000,1,0.09,318.79,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,61000,1,0,0,0,0,1,0,0,21.31,0,1,38,1,0.54,53,210755,28900,10,6022,5378,61,228704,152974,13800,140429
10000,1,0.15,346.61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,50000,1,0,0,0,0,1,0,0,22.27,1,0,12,0,0.88,28,216918,8600,3,18077,367,94.4,239322,36890,6600,34345
24000,0,0.18,612.72,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,77000,0,1,0,0,0,1,0,0,27.59,0,2,12,0,0.3,31,89116,67200,7,7426,23491,28.2,140480,89116,32700,73280
15000,1,0.13,507.95,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,68000,0,1,0,0,0,1,0,0,20.99,0,0,11,0,0.77,19,284638,53500,1,25876,12310,76.9,319691,54085,53400,18741
3600,1,0.1,117,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,60000,0,0,1,0,0,1,0,0,18.44,0,0,12,0,0.48,20,83012,12900,8,6918,4742,44.2,104470,27189,8500,31570
35000,1,0.16,1235.52,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,95000,1,0,0,0,0,1,0,0,21.45,0,0,15,0,0.53,28,67479,104400,8,4820,45235,62.4,127467,67479,95500,23067
4400,1,0.14,150.34,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,34000,1,0,0,0,1,0,0,0,23.97,0,0,10,0,0.71,22,22682,26100,5,2268,5617,75.3,32100,22682,22700,6000
6000,1,0.08,188.52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,31000,1,0,0,0,0,1,0,0,25.13,0,0,9,1,0.51,25,11898,12000,2,1700,189,95,31931,11898,3800,19931
24000,0,0.15,570.84,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,60000,0,1,0,0,0,0,1,0,11.04,0,1,11,1,0.24,16,20710,22000,7,2071,8178,32.4,40437,20710,12100,18437
17600,1,0.06,535.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,92000,1,0,0,0,0,1,0,0,18.24,0,0,11,0,0.62,33,232801,33000,2,21164,698,93.3,274131,85169,10400,89693
10000,1,0.12,334.49,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,55000,0,1,0,0,0,1,0,0,5.06,0,2,7,0,0.74,30,58537,12600,4,9756,1007,90.2,61844,58537,10300,49244
6000,1,0.18,215.63,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,50000,0,1,0,0,0,1,0,0,20.17,0,2,9,0,0.68,13,30639,7700,6,3830,1235,81,40469,30639,6500,27337
10500,0,0.17,260.9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,62000,0,1,0,0,0,1,0,0,24.27,1,0,6,0,0.93,42,53969,19400,6,8995,56,97.2,62334,53969,2000,42934
18000,0,0.11,391.28,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,50000,1,0,0,0,1,0,0,0,17.31,0,0,6,1,0.82,17,224812,24000,0,37469,4368,81.8,248449,30026,24000,18889
9600,1,0.12,317.35,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,52000,1,0,0,0,1,0,0,0,16.02,1,1,13,0,0.47,29,26095,18300,4,2175,169,97.5,42724,26095,6800,24424
7075,1,0.2,263.66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,19779,0,1,0,0,0,1,0,0,36.83,0,1,10,1,0.64,20,8965,8800,7,897,1133,74.8,17218,8965,4500,8418
25000,1,0.16,873.88,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,110000,0,1,0,0,0,1,0,0,10.99,0,1,16,0,0.61,26,501753,42900,9,31360,8503,71.7,580408,40023,30000,18508
12000,1,0.11,392.81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,35000,0,0,1,0,0,1,0,0,12.11,0,0,7,1,0,28,13628,8900,6,2271,4571,0.6,24554,13628,4600,15654
7625,1,0.2,284.15,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,30000,0,1,0,0,0,1,0,0,20.52,0,1,9,0,0.5,11,15942,15400,4,1771,222,96.7,26020,15942,6800,10620
5600,1,0.12,187.32,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,80000,1,0,0,0,0,0,0,1,2.9,1,0,5,0,0.31,9,152554,20900,3,30511,8262,43.8,174406,6438,14700,0
15000,1,0.08,471.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,70000,1,0,0,0,0,1,0,0,11.5,0,0,9,0,0.57,20,14824,22150,3,1647,5167,80,27062,14824,15500,4912
5000,1,0.12,166.77,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,39500,0,1,0,0,0,1,0,0,21.15,0,1,13,0,0.62,19,20635,18400,6,1720,4314,72.5,32407,20635,15700,14007
4500,1,0.16,157.35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,46000,0,1,0,0,0,1,0,0,19.65,5,1,13,0,0.17,28,82956,10800,5,6381,3273,33.2,105206,18289,4900,29406
14000,1,0.07,431.58,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,70000,1,0,0,0,0,1,0,0,19.24,0,0,19,0,0.11,44,134915,82021,4,7101,60304,11.3,232722,26517,68000,32296
15000,1,0.09,478.19,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,184000,1,0,0,0,1,0,0,0,12.67,0,2,12,0,0.48,41,345779,13300,4,31434,2378,69.1,389514,49913,10300,71314
7150,1,0.12,237.45,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,60000,0,1,0,0,1,0,0,0,16.86,0,0,15,1,0.71,27,81779,12600,6,5452,414,92.3,90700,81779,5400,78100
16000,1,0.14,546.77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,147652,0,0,1,0,0,1,0,0,24.57,0,2,16,0,0.73,30,291330,113920,5,19422,11024,75,362560,101868,99220,20000
6000,1,0.19,220.61,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,46952,1,0,0,0,0,1,0,0,13.73,0,0,16,0,0.41,25,17626,43300,1,1175,13991,43.4,43300,17626,24700,0
10000,1,0.12,334.49,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,50000,0,1,0,0,1,0,0,0,6.51,1,3,15,0,0.25,22,28553,19300,6,1904,9989,32.5,41800,28553,14800,22500
20000,1,0.14,679,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,212000,0,0,1,0,0,1,0,0,10.35,0,2,14,0,0.4,37,368018,26800,10,26287,7623,56.4,424706,110163,17500,125023
9100,1,0.1,293.59,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,60000,1,0,0,0,1,0,0,0,14.62,0,1,8,1,0.64,14,25471,9490,4,3183,1490,75,40379,25471,7450,30889
18825,1,0.16,658.03,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,45000,0,1,0,0,0,1,0,0,37.82,0,0,10,0,0.71,16,56564,30600,8,5656,8224,72.6,76436,56564,30000,45836
9800,1,0.08,309.32,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,45000,0,1,0,0,1,0,0,0,5.97,0,0,5,0,0.78,23,72627,9100,2,14525,723,83.9,74656,72627,4500,65556
4500,1,0.06,137.91,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,60000,1,0,0,0,0,0,0,1,7.74,0,0,18,0,0.18,36,37629,45300,6,2352,33590,19.1,88588,37629,41500,43288
8500,1,0.15,293.21,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,54000,0,1,0,0,0,1,0,0,30.53,1,0,14,0,0.49,24,48451,16300,8,3461,548,93.6,78976,48451,8500,62676
6000,1,0.09,189.88,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,70000,0,1,0,0,1,0,0,0,7.54,0,1,9,1,0.21,33,17150,14500,7,1906,9089,24.3,31467,17150,12000,16967
16000,1,0.07,494.92,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,72000,1,0,0,0,0,1,0,0,25.1,0,0,13,0,0.03,23,187383,83900,4,17035,33274,0.4,276468,49034,33400,48820
11200,1,0.12,374.63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,34840,0,0,1,0,1,0,0,0,14.98,0,0,9,0,0.66,14,14857,22600,4,1651,4644,73.9,22600,14857,17800,0
20000,1,0.08,628.39,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,335000,0,0,1,0,0,0,1,0,23.33,0,0,21,5,0.98,37,886085,334070,7,42194,7943,98,939513,234046,79430,169786
20000,1,0.06,610.62,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,100000,0,1,0,0,0,1,0,0,14.98,0,0,14,0,0.47,31,181053,30600,3,12932,6045,70.4,234871,55901,20400,76626
30000,1,0.07,924.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,105000,0,1,0,0,1,0,0,0,10.19,0,0,16,0,0.36,32,363685,115300,4,24246,60528,40,439300,41740,100800,0
2550,1,0.12,85.18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,32000,1,0,0,0,0,1,0,0,15.38,0,0,6,0,0.72,21,91419,8300,3,15237,0,100.3,103675,17061,5000,13875
20000,1,0.18,725.56,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,110000,0,0,1,0,0,1,0,0,16.25,1,3,10,0,0.73,37,370098,12600,9,37010,2165,78.6,382837,47982,10100,48579
12800,0,0.11,278.24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,70000,1,0,0,0,0,1,0,0,10.32,0,1,5,0,0.6,16,300949,24600,0,60190,5233,73.8,331765,32422,20000,27165
28000,1,0.08,879.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,110000,0,1,0,0,0,1,0,0,22.64,0,0,11,0,0.24,12,71811,45000,6,6528,34047,24.3,153783,71811,45000,90677
7375,1,0.14,253.82,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18450,0,0,1,0,0,1,0,0,24.33,0,0,5,0,0.65,10,11547,17900,2,2309,4241,69,17900,11547,13700,0
5000,1,0.1,162.49,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,54000,0,1,0,0,0,0,1,0,9.48,0,0,5,0,0.81,15,18283,22700,1,4571,4417,80.5,22700,18283,22700,0
20000,1,0.12,661.14,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,79120,0,1,0,0,1,0,0,0,17.69,0,0,7,0,0.7,22,41126,14200,7,5875,2268,81.4,53935,41126,12200,39735
9000,1,0.13,303.21,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,100000,1,0,0,0,0,0,0,1,14.33,0,1,10,1,0.16,34,116701,19200,3,11670,2681,53,135272,116701,5700,116072
14575,1,0.14,498,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,60000,0,1,0,0,0,1,0,0,25.72,0,1,19,0,0.58,25,40222,30400,4,2366,3087,82.7,55198,40222,17800,24798
15000,1,0.1,485.07,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,75000,1,0,0,0,0,1,0,0,20.42,0,0,15,0,0.58,31,129440,24300,6,8629,6808,64.7,167918,55556,19300,63559
