amount,term_ 36 months,rate,payment,grade_A,grade_B,grade_C,grade_D,grade_E,grade_F,grade_G,length_sub 1 year,length_1 year,length_10 plus years,length_2 years,length_3 years,length_4 years,length_5 years,length_6 years,length_7 years,length_8 years,length_9 years,length_n/a,home_MORTGAGE,home_OWN,home_RENT,income,verified_Not Verified,verified_Source Verified,verified_Verified,status_Bad,reason_credit_card,reason_debt_consolidation,reason_home_improvement,reason_other,debtIncRat,delinq2yr,inq6mth,openAcc,pubRec,revolRatio,totalAcc,totalBal,totalRevLim,accOpen24,avgBal,bcOpen,bcRatio,totalLim,totalRevBal,totalBcLim,totalIlLim
5250,1,0.13,175.86,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,80000,0,0,1,0,0,0,0,1,13.11,0,1,10,3,0.74,17,22400,9000,10,2240,1221,81.8,30192,22400,6700,21192
1500,1,0.13,50.68,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,59000,0,0,1,0,0,0,1,0,19.41,4,0,11,0,0.91,27,198375,5600,6,18034,501,91.1,224947,96755,5600,88284
8000,1,0.15,277.29,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,46000,0,1,0,0,0,1,0,0,15.26,0,1,11,1,0.32,19,22435,15600,9,2040,2380,59,38532,22435,5800,22932
14000,1,0.08,436.71,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,200000,0,1,0,0,0,1,0,0,8.08,0,1,14,0,0.4,39,588217,98200,6,45247,14293,47.5,676686,102452,27200,53486
12000,1,0.12,398.52,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,67600,0,1,0,0,0,1,0,0,23.34,0,0,15,1,0.52,26,248792,23490,7,16586,1495,83,288366,22176,8800,35713
12000,0,0.14,277.11,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,277000,0,1,0,0,0,1,0,0,18.9,0,0,23,0,0.9,51,755402,214300,6,32844,0,100.9,831862,353681,18700,168952
8000,1,0.15,275.96,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,23000,0,0,1,0,1,0,0,0,20.78,1,5,18,0,0.3,27,7959,26700,4,442,12260,36.8,26700,7959,19400,0
15000,1,0.06,459.67,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,123000,0,1,0,0,1,0,0,0,15.07,0,1,19,0,0.72,37,350732,23000,1,18460,5944,66.8,390816,91180,17900,89598
8000,1,0.17,285.19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,30000,0,1,0,0,0,0,0,1,27.88,0,0,11,0,0.37,15,9696,21400,5,881,2416,73.2,37401,9696,9000,16001
28000,1,0.11,922.53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,150000,0,1,0,0,0,1,0,0,19.12,0,0,9,0,0.97,20,345118,31100,2,38346,690,97.7,392117,154256,29700,154821
11425,0,0.21,309.03,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,60000,0,0,1,0,0,0,1,0,24.74,0,1,10,0,0.93,17,71210,7100,6,7121,479,91.4,91155,54267,5600,52805
10750,1,0.13,362.16,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,47000,0,1,0,0,0,1,0,0,24.8,0,0,7,0,0.36,12,45163,17100,6,6452,37,97.5,69756,45163,1500,52656
9525,1,0.13,320.89,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,24326,0,0,1,0,1,0,0,0,15.39,0,0,13,0,0.56,32,173250,18600,9,13327,2687,71.7,186681,33097,9500,23444
7500,1,0.16,262.24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,140000,0,1,0,0,0,1,0,0,4.42,1,1,13,1,0.6,32,273453,156400,5,24859,60,96.7,436858,16110,1800,17698
11000,0,0.11,241.87,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,75000,1,0,0,0,0,1,0,0,18.82,0,1,11,0,0.29,22,60220,27200,6,6022,12780,5.3,88351,60220,13500,61151
24000,0,0.14,558.32,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,68000,1,0,0,0,0,1,0,0,17.23,1,1,10,0,0.72,15,166059,11300,4,16606,1865,79,189462,23512,8900,25162
8000,1,0.07,247.46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,53000,1,0,0,0,1,0,0,0,21.24,0,0,14,1,0.4,30,61504,16600,1,4393,3356,45,80587,61504,6100,63987
8000,1,0.07,246.62,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,140000,0,1,0,0,0,1,0,0,20.02,0,3,21,0,0.87,39,262237,81000,6,13112,1654,97.4,293524,81794,62900,20199
13000,1,0.08,405.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,70000,1,0,0,0,1,0,0,0,15.77,0,0,20,0,0.29,32,149928,114400,6,8329,61119,33.4,234971,46077,91800,15000
28000,0,0.13,642.12,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,265000,0,1,0,0,1,0,0,0,6.63,0,0,5,0,0.95,17,67019,65200,0,16755,13464,94.7,88924,67019,65200,23724
10000,1,0.12,333.53,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,64000,0,1,0,0,0,0,0,1,14.12,0,0,20,0,0.46,36,56129,19000,6,2806,4244,67.1,67253,56129,12900,44608
25925,0,0.13,589.75,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,52000,0,1,0,0,0,1,0,0,20.24,0,0,10,0,0.17,18,212595,45100,4,21260,29127,20.4,263548,42846,36600,44121
16000,1,0.1,516.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,60000,0,0,1,0,0,1,0,0,18.68,0,0,12,0,0.6,20,27981,27100,7,2332,10439,61,46978,27981,26800,19878
35000,1,0.08,1103.09,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,159000,0,1,0,0,0,1,0,0,1.72,0,1,5,0,0.42,24,407279,32000,2,81456,14403,37.4,435050,13530,23000,0
9325,1,0.1,299.45,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,78000,0,1,0,0,0,1,0,0,16.25,0,0,7,0,0.6,13,22501,30700,2,3214,8536,51.8,48708,22501,17700,18008
6000,1,0.13,202.14,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,45000,0,0,1,0,0,1,0,0,34.79,0,1,11,0,0.85,24,135598,31600,3,12327,1,100,153693,135598,15800,122093
24000,1,0.08,756.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,77000,0,1,0,0,0,1,0,0,26.89,0,1,16,0,0.63,35,103485,61200,4,6899,16790,69.7,146148,103485,55500,84948
20000,1,0.1,645.25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,92000,0,0,1,0,0,1,0,0,31.87,0,1,10,0,0.79,26,227352,34300,2,22735,2398,89,277431,79087,21800,80325
15000,1,0.12,498.15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,95000,0,1,0,0,0,1,0,0,23.93,0,1,15,0,0.61,25,54752,45300,2,3650,15068,62.4,101050,54752,40100,55750
28000,1,0.13,947.89,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,95000,0,0,1,0,1,0,0,0,24.77,0,0,52,0,0.21,78,335384,128900,20,6576,58734,30.3,458831,76088,84300,42711
6150,1,0.14,211.66,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20000,1,0,0,0,1,0,0,0,11.22,0,0,6,0,0.38,8,4013,7800,1,669,984,55.3,13025,4013,2200,5225
15000,1,0.12,495.86,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,96000,1,0,0,0,0,1,0,0,18.39,0,3,9,0,0.52,46,267141,26300,3,33393,13042,51.8,274763,267141,26300,248463
5500,1,0.08,173.35,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16000,1,0,0,0,1,0,0,0,8.93,0,0,3,0,0.56,14,5804,10300,1,2902,2788,66.4,10300,5804,8300,0
28000,1,0.06,852.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,108000,0,0,1,0,1,0,0,0,5.8,0,0,18,0,0.19,41,36503,129800,4,2147,100100,19.6,162593,36503,124500,32708
7000,1,0.07,216.98,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,70000,1,0,0,0,0,1,0,0,19.84,0,0,10,0,0.16,37,233759,18400,6,25973,14975,16.8,260418,78042,18000,85293
35000,1,0.08,1099.69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,100000,0,0,1,0,0,1,0,0,22.11,0,0,10,0,0.69,18,219344,32500,2,24372,2077,85.7,259923,85264,14500,87323
2400,1,0.11,78.17,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,83900,0,0,1,0,0,1,0,0,8.04,2,0,4,0,0.96,26,147380,10200,2,36845,166,97.9,169286,12513,8000,12286
10000,1,0.09,320.29,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,40000,0,1,0,0,0,0,1,0,17.34,0,0,8,0,0.42,20,20483,16000,2,2926,5581,54.6,32226,20483,12300,16226
5000,1,0.17,178.24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,40000,0,0,1,0,0,0,0,1,20.67,1,0,15,1,0.27,28,17346,26000,9,1239,6558,45.3,40315,17346,12000,14315
19800,1,0.16,698.95,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,55000,0,1,0,0,0,1,0,0,11.08,1,1,10,0,0.58,31,183054,12700,4,18305,1179,84.9,192950,13959,7800,7750
11175,0,0.18,285.24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,80000,0,1,0,0,0,1,0,0,12.66,0,0,7,0,0.24,10,174486,5300,4,24927,170,83,197878,29774,1000,36458
2450,1,0.13,82.54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,55100,0,0,1,0,0,1,0,0,22.32,0,3,17,0,0.23,36,30404,21700,16,1788,1610,54,56260,30404,3500,34560
21700,1,0.12,715.89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,62017,0,1,0,0,0,1,0,0,26.54,0,1,26,0,0.62,41,101710,46600,13,3912,8407,75.8,149275,101710,34700,102675
10000,1,0.07,309.97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,48000,0,1,0,0,1,0,0,0,11.15,1,0,6,0,0.85,27,36167,8114,0,6028,103,97.1,39060,36167,3500,30946
10000,1,0.09,318.79,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,52000,1,0,0,0,0,0,1,0,16.06,3,0,13,0,0.33,22,30060,26900,3,2312,11588,39.3,52853,30060,19100,25953
18000,1,0.14,615.03,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,98000,0,1,0,0,0,1,0,0,24.14,2,3,21,0,0.68,45,235553,15200,3,11778,3377,75.4,281349,72808,13700,95586
10000,1,0.06,303.91,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,65000,1,0,0,0,0,1,0,0,18.11,0,1,9,0,0.31,28,244917,21700,5,27213,14932,31.2,282016,69304,21700,80966
10000,1,0.1,322.63,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,60000,0,0,1,0,1,0,0,0,11.6,1,0,4,1,0.39,28,282300,14500,3,70575,4370,56.3,306072,20359,10000,27572
17000,0,0.16,409.9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,40000,0,1,0,0,1,0,0,0,28.68,0,3,14,0,0.78,26,42365,24000,4,3259,4768,79.7,59619,42365,23500,35619
15400,0,0.14,359.61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,90000,0,1,0,0,0,1,0,0,10.67,0,2,8,1,0.8,19,150717,11100,2,21531,1151,88.1,174108,37723,9700,31758
6000,1,0.1,193.58,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,50000,1,0,0,0,1,0,0,0,14.14,0,0,9,0,0.36,12,28604,17000,1,3178,3453,60.8,39742,28604,8800,22742
28000,0,0.12,622.71,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,235000,0,0,1,0,0,0,1,0,10.29,0,2,11,0,0.18,42,281069,37099,4,25552,14522,29.5,360433,47750,20600,80657
8450,1,0.2,313.99,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,47000,0,1,0,0,0,1,0,0,20.91,0,1,9,0,0.79,13,104674,8200,7,11630,863,84.6,126731,37377,5600,41731
7550,1,0.16,263.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,53000,1,0,0,0,0,1,0,0,7.68,0,0,8,1,0.29,11,13854,12500,5,1732,7987,30.5,24465,13854,11500,11965
3000,1,0.11,98.53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,90000,0,1,0,0,0,1,0,0,6.53,1,0,12,2,0.44,32,319548,16000,8,26629,8625,43.6,360724,319548,15300,344724
13200,1,0.14,448.91,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,124000,1,0,0,0,0,1,0,0,10.86,0,2,13,0,0.23,36,249108,55900,5,20759,37528,19.5,314714,32213,46600,25814
30000,0,0.16,723.34,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,62775,0,0,1,0,0,1,0,0,9.58,0,1,6,1,0.27,19,171653,15900,1,34331,7468,27.5,188732,4260,10300,0
7500,1,0.16,262.24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,60000,0,1,0,0,0,1,0,0,15.04,0,1,9,0,0.69,10,36139,8400,7,4015,1956,60.9,41994,36139,5000,33594
15000,1,0.13,505.34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,77759,0,0,1,0,1,0,0,0,19.56,0,2,14,3,0.37,39,371640,22400,10,26546,12321,37.1,410723,48825,19600,57323
20000,0,0.22,557.51,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,84000,0,1,0,0,1,0,0,0,13.21,1,1,14,0,0.33,20,43728,43300,7,3364,11883,18,74199,43728,14500,30899
24000,1,0.14,820.15,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,125000,0,0,1,0,0,1,0,0,13.97,0,3,33,0,0.45,53,322236,101000,13,9765,28249,56.7,540041,51852,65300,6000
12000,1,0.1,385.35,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,43500,1,0,0,0,0,1,0,0,21.84,0,0,11,1,0.49,17,17363,29000,4,1578,10955,49.3,50729,17363,21600,20934
21000,0,0.13,474.49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,97000,0,1,0,0,0,1,0,0,14.18,0,0,7,0,0.92,11,128567,19800,2,18367,1516,92.3,167759,42170,19800,30959
12000,0,0.12,268.7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,90000,1,0,0,0,0,0,1,0,14.07,0,0,9,1,0.2,17,264344,10700,4,29372,6972,23.4,283544,44098,9100,50057
18000,1,0.15,626.72,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,105000,1,0,0,0,0,1,0,0,14.67,0,0,12,0,0.91,37,132038,22800,4,11003,997,92.9,150358,33602,14100,22006
33000,0,0.2,883.32,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,95000,0,0,1,0,0,1,0,0,18.14,1,0,9,0,0.78,26,47810,54900,4,5976,26674,91.6,81279,47810,51900,26379
15000,1,0.11,491.01,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,80000,0,1,0,0,1,0,0,0,17.81,0,1,14,0,0.78,18,116135,23600,3,8295,3349,82.1,125356,59726,18700,38756
21250,1,0.25,839.29,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,54745.6,0,0,1,0,0,1,0,0,21.37,0,1,8,0,0.5,15,36432,12600,7,4554,3337,57.2,52035,36432,7800,39435
6000,1,0.11,196.41,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,54000,1,0,0,0,0,1,0,0,22.6,0,1,19,0,0.29,35,23309,44700,9,1227,21292,33.7,63340,23309,32100,18640
7200,1,0.14,246.01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,54000,0,0,1,0,1,0,0,0,16.67,0,2,19,1,0.2,48,251959,22600,15,13261,5482,41.7,273379,33648,9400,29855
6500,1,0.11,212.78,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,170000,0,0,1,0,0,1,0,0,3.68,0,2,7,0,0.28,32,477298,93900,12,68185,17159,28.2,531418,84835,23900,16348
18825,0,0.24,542.44,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,60000,0,0,1,0,0,1,0,0,27.95,2,2,11,0,0.59,26,253695,31800,3,23063,208,98.5,289348,35102,14000,23698
18000,1,0.13,606.41,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,60000,0,1,0,0,0,1,0,0,26.4,0,0,7,1,0.86,14,46667,5800,3,6667,350,92.7,54302,46667,4800,48502
8500,1,0.14,289.15,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,104000,0,0,1,0,0,0,0,1,20.6,3,3,14,0,0.45,32,294332,23900,5,21024,28,99.5,338206,51190,6200,68510
22400,0,0.14,517.16,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,50000,0,0,1,0,1,0,0,0,26.55,0,4,12,0,0.42,25,136899,22250,3,12445,1613,24,163277,39735,6450,38226
12000,1,0.14,411.95,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,120000,1,0,0,0,0,1,0,0,19.23,0,1,19,0,0.68,28,259944,20000,5,13681,0,100.3,289064,120875,8300,123603
10800,1,0.11,353.53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,56137,1,0,0,0,1,0,0,0,9.34,1,0,9,0,0.75,21,197303,23200,1,24663,506,92,211880,17330,6300,0
8400,1,0.07,259.07,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,70000,1,0,0,0,1,0,0,0,10.78,0,0,10,0,0.55,26,23406,10600,0,2341,674,88.8,29793,23406,6000,19193
8000,1,0.07,247.46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,146000,1,0,0,0,0,1,0,0,10.69,0,2,14,0,0.33,20,566715,68000,4,43593,40531,35.6,631961,44268,62900,39961
18000,1,0.06,551.61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,99489,1,0,0,0,0,1,0,0,14.77,0,0,19,0,0.46,42,300695,97100,6,15826,50723,46.1,377096,125349,94100,99183
10000,1,0.12,334.01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60000,1,0,0,0,0,1,0,0,17.29,0,0,9,0,0.8,13,27681,34800,3,3076,5121,84.4,52708,27681,32800,0
20000,1,0.11,654.68,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,72000,0,0,1,0,0,1,0,0,6.5,0,0,12,0,0.42,22,261812,39600,3,23801,11760,20.5,299050,16792,14800,0
5000,1,0.12,166.05,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,115000,0,1,0,0,0,0,1,0,15.42,0,0,9,0,0.66,16,236828,33000,3,26314,0,100.7,268900,40412,20000,25000
9600,1,0.24,377.04,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,42000,0,0,1,0,0,1,0,0,29.26,0,3,14,1,0.06,38,51131,11500,10,3652,5676,11.3,85087,51131,6400,73587
9500,1,0.14,324.65,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,109000,0,0,1,0,0,0,0,1,15.23,1,1,37,0,0.83,55,669956,22500,4,18107,640,96.6,778772,79342,19000,91939
10000,1,0.12,334.49,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,110000,0,1,0,0,0,1,0,0,14.86,0,1,10,0,0.41,47,177606,6300,6,19734,740,26,196090,65280,1000,74517
5600,1,0.13,188.66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,42000,1,0,0,0,0,0,1,0,29.23,0,2,10,0,0.37,18,102725,15600,5,10273,3523,59.5,118219,41088,8700,38797
12000,1,0.13,406.36,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,114000,1,0,0,0,0,0,1,0,20.08,0,2,9,1,0.47,30,378969,5400,5,47371,1839,58.2,401119,42136,4400,51269
17000,1,0.08,531.86,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,72000,1,0,0,0,0,1,0,0,25,0,1,12,0,0.57,29,91260,48300,3,7605,12957,40.3,133740,91260,21700,83842
5000,1,0.12,165.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,100000,0,1,0,0,0,0,1,0,3.25,0,2,6,0,0.48,9,271318,15700,4,45220,1877,67.1,281700,7510,5700,0
35000,1,0.1,1129.19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,102000,0,0,1,0,1,0,0,0,14.25,0,3,19,0,0.55,35,324565,46900,0,17082,12740,67,389948,37887,38600,25507
13800,1,0.12,456.19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,90000,1,0,0,0,0,1,0,0,10.81,1,0,8,0,0.44,16,30234,31700,2,3779,12838,51.9,51443,30234,26700,19743
15000,1,0.07,463.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,159000,1,0,0,0,0,1,0,0,19.6,0,0,8,0,0.45,27,207107,48700,3,29587,22155,48.5,272517,207107,43000,223817
16000,1,0.11,527.16,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,80000,1,0,0,0,0,0,0,1,12.5,1,0,12,0,0.87,27,339528,25300,2,30866,1741,92.1,392717,32870,22100,23167
25000,0,0.2,661.93,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,70000,0,1,0,0,1,0,0,0,21.6,0,1,27,0,0.67,44,87291,35500,11,3492,1118,94.3,105695,87291,19700,70195
12000,1,0.16,419.58,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45000,1,0,0,0,0,0,0,1,15.01,1,1,8,0,0.55,25,11444,21000,3,1431,4882,67.9,21000,11444,15200,0
18000,0,0.21,481.92,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45000,0,0,1,1,0,1,0,0,33.89,0,0,10,1,0.11,34,33568,14800,4,3730,517,74.1,67863,33568,2000,53063
4500,1,0.07,138.79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,50000,1,0,0,1,0,1,0,0,9.53,0,0,9,0,0.59,15,5910,7700,0,657,1074,68.4,13775,5910,3400,6075
30000,0,0.12,671.74,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,157000,0,1,0,1,0,1,0,0,12.02,0,1,13,0,0.52,32,43938,32200,6,3380,5592,72.9,76488,43938,20600,44288
32000,0,0.13,721.4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,79600,0,0,1,1,0,0,0,1,9.14,0,0,14,0,0.43,30,101454,31900,5,8455,13134,50.8,120428,101454,26700,88528
15000,1,0.12,500.3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,40000,1,0,0,1,0,1,0,0,33.48,1,0,18,0,0.4,28,89430,24700,8,4968,4154,28.4,117228,89430,5800,92528
16800,0,0.12,369.73,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,50000,1,0,0,1,1,0,0,0,24.96,0,3,14,0,0.56,24,169790,32100,7,14149,8161,65.1,192456,42628,23400,32436
15000,0,0.19,385.41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,55000,0,1,0,1,0,0,0,1,14.29,0,0,5,0,0.57,24,36782,20000,3,7356,4037,74,49005,36782,15500,29005
12000,0,0.16,289.34,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,52000,1,0,0,1,1,0,0,0,16.73,1,2,11,1,0.71,41,119060,16754,7,11906,686,94,143523,52437,11500,49409
12000,0,0.24,345.78,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,80000,0,0,1,1,0,1,0,0,24.35,4,0,17,1,0.57,39,70589,8900,11,5042,394,91.2,82674,70589,4500,73774
25000,0,0.16,602.79,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,62000,0,1,0,1,0,1,0,0,22.24,0,0,6,0,0.71,20,19618,17100,2,3270,747,85.1,51087,19618,5000,33987
25000,0,0.14,581.58,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,100000,0,1,0,1,0,1,0,0,9.32,1,0,6,1,0.46,26,19041,12400,7,3808,1216,63.2,28956,19041,3300,16556
14350,0,0.18,366.28,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,40000,0,0,1,1,0,1,0,0,6.82,0,1,10,0,0.37,20,297556,15500,6,29756,2303,54.8,347500,5701,5100,0
20000,0,0.17,496.95,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,128000,0,1,0,1,0,1,0,0,7.1,0,4,20,0,0.69,27,334492,32100,12,16725,3907,80,375800,22238,19500,0
35000,1,0.18,1269.73,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,107000,0,0,1,1,0,1,0,0,21.25,1,0,7,0,0.96,14,282015,57000,2,40287,19000,96,343069,62999,57000,37047
